cycle,range_bin,doppler_bin,output_hex
1249155000,28,13,fee6ffd7
1249165000,28,14,0211001c
1249175000,28,15,fe5a00f4
1249185000,28,16,0293fe52
1249195000,28,17,fd2b00ac
1249205000,28,18,00f9010e
1249215000,28,19,fef6fff5
1249225000,28,20,0150fe32
1249235000,28,21,ff1002bb
1249245000,28,22,00d1ff49
1249255000,28,23,ff9eff8b
1249265000,28,24,ffb50043
1249275000,28,25,0051feb6
1249285000,28,26,005d029b
1249295000,28,27,005ffe35
1249305000,28,28,0034007e
1249315000,28,29,ff7cffff
1249325000,28,30,01b1013e
1249335000,28,31,fe5cfd42
1254405000,29,0,ffb5fea9
1254415000,29,1,008d0026
1254425000,29,2,fecffff4
1254435000,29,3,018cffed
1254445000,29,4,ffa20167
1254455000,29,5,000cfe87
1254465000,29,6,ff7fff9c
1254475000,29,7,00d701fa
1254485000,29,8,0068fefb
1254495000,29,9,fe9dff93
1254505000,29,10,007fff8c
1254515000,29,11,fff5023a
1254525000,29,12,0034fbe0
1254535000,29,13,ff5802aa
1254545000,29,14,00e2ff2f
1254555000,29,15,feae00ff
1254565000,29,16,0137fe6b
1254575000,29,17,ff770146
1254585000,29,18,ff49ff96
1254595000,29,19,ffac00bb
1254605000,29,20,01b0ff75
1254615000,29,21,fdd00189
1254625000,29,22,01f1ff70
1254635000,29,23,fed9fe92
1254645000,29,24,00e00139
1254655000,29,25,0003ff09
1254665000,29,26,003d0122
1254675000,29,27,ff07ffae
1254685000,29,28,0186003c
1254695000,29,29,ff80ffce
1254705000,29,30,001aff7d
1254715000,29,31,ff960125
1259785000,30,0,ff13ff50
1259795000,30,1,00c20179
1259805000,30,2,fef5fdec
1259815000,30,3,02230200
1259825000,30,4,fd0bfec1
1259835000,30,5,0176011f
1259845000,30,6,ffb5fdd2
1259855000,30,7,01c0024f
1259865000,30,8,fd54fd9e
1259875000,30,9,00fd021a
1259885000,30,10,0026fe67
1259895000,30,11,ff7200a2
1259905000,30,12,00dc0043
1259915000,30,13,ff7d006d
1259925000,30,14,001dff56
1259935000,30,15,00360152
1259945000,30,16,ffabfda4
1259955000,30,17,ffb40125
1259965000,30,18,000bffec
1259975000,30,19,00a300be
1259985000,30,20,ff41fe93
1259995000,30,21,008e0083
1260005000,30,22,ff69000a
1260015000,30,23,009c00bb
1260025000,30,24,ff7aff5a
1260035000,30,25,00250010
1260045000,30,26,ff660249
1260055000,30,27,00ccfd6c
1260065000,30,28,ff34ffd5
1260075000,30,29,00f701e1
1260085000,30,30,0021ff2e
1260095000,30,31,008affe0
1265165000,31,0,ffbaff8c
1265175000,31,1,fec40080
1265185000,31,2,011efeca
1265195000,31,3,011a014d
1265205000,31,4,fda4ff7c
1265215000,31,5,0190014a
1265225000,31,6,0006fce2
1265235000,31,7,ff0c02ef
1265245000,31,8,00afff15
1265255000,31,9,ffce009a
1265265000,31,10,ff7dff35
1265275000,31,11,008bffd0
1265285000,31,12,ffba0169
1265295000,31,13,00f5ff06
1265305000,31,14,ffb8ffaa
1265315000,31,15,ff37002d
1265325000,31,16,014effec
1265335000,31,17,ffb8ffea
1265345000,31,18,0034ffba
1265355000,31,19,fe5c00e7
1265365000,31,20,0092ff3e
1265375000,31,21,0174ffbe
1265385000,31,22,fdca0008
1265395000,31,23,00e400f5
1265405000,31,24,ffa5fe27
1265415000,31,25,011a017c
1265425000,31,26,fe29ffe3
1265435000,31,27,0123ff60
1265445000,31,28,ff6c0151
1265455000,31,29,018bffe2
1265465000,31,30,fe080028
1265475000,31,31,018dff9b
1270545000,32,0,ffb4ffe8
1270555000,32,1,ff42ff93
1270565000,32,2,ff8cff61
1270575000,32,3,00fd01a9
1270585000,32,4,0056fea2
1270595000,32,5,ff760036
1270605000,32,6,ff4e0047
1270615000,32,7,038300cc
1270625000,32,8,fcb0fed9
1270635000,32,9,ffe9ffa4
1270645000,32,10,01900116
1270655000,32,11,feb2ff3c
1270665000,32,12,0104ff88
1270675000,32,13,fe770110
1270685000,32,14,0163fe5d
1270695000,32,15,ff3c01c4
1270705000,32,16,013afe0c
1270715000,32,17,fcda01fd
1270725000,32,18,02c4ff9f
1270735000,32,19,fecd0049
1270745000,32,20,fff2ff60
1270755000,32,21,011a0100
1270765000,32,22,ff32ff83
1270775000,32,23,ffa90048
1270785000,32,24,0126fee3
1270795000,32,25,ffbb00b4
1270805000,32,26,008c0062
1270815000,32,27,feacff7e
1270825000,32,28,00c00006
1270835000,32,29,00110022
1270845000,32,30,ffb1ffa1
1270855000,32,31,00c800ac
1275925000,33,0,00890051
1275935000,33,1,fff7002f
1275945000,33,2,fde0ff24
1275955000,33,3,0312021e
1275965000,33,4,ff30fd9b
1275975000,33,5,ff2901bb
1275985000,33,6,ffdaff22
1275995000,33,7,00f10054
1276005000,33,8,002e00a0
1276015000,33,9,feb5ff5d
1276025000,33,10,00ffff90
1276035000,33,11,006a011f
1276045000,33,12,ff55ff80
1276055000,33,13,feb5ffa0
1276065000,33,14,0215000e
1276075000,33,15,fede0143
1276085000,33,16,01a9fd01
1276095000,33,17,fd4102eb
1276105000,33,18,01daff64
1276115000,33,19,ff92ffe0
1276125000,33,20,ffe8ff33
1276135000,33,21,0027025b
1276145000,33,22,008cff10
1276155000,33,23,ff13feda
1276165000,33,24,017c0066
1276175000,33,25,ff67fee1
1276185000,33,26,fff301bc
1276195000,33,27,ffdeff9f
1276205000,33,28,fff7ff0a
1276215000,33,29,ffd7007a
1276225000,33,30,0129004c
1276235000,33,31,fe72ff3b
1281305000,34,0,00740051
1281315000,34,1,00e4ffc4
1281325000,34,2,ff3cfff8
1281335000,34,3,ff90015d
1281345000,34,4,003cfed6
1281355000,34,5,00980049
1281365000,34,6,ffadffdc
1281375000,34,7,ffcffeb3
1281385000,34,8,ffc601b8
1281395000,34,9,012ffefe
1281405000,34,10,ff4c000e
1281415000,34,11,ff9f0008
1281425000,34,12,002e00cd
1281435000,34,13,ffa8ff20
1281445000,34,14,00d0ff9e
1281455000,34,15,fe6a01a5
1281465000,34,16,0266fee1
1281475000,34,17,fc9efffe
1281485000,34,18,021e002c
1281495000,34,19,ff20ffb9
1281505000,34,20,012a00ec
1281515000,34,21,fee0003f
1281525000,34,22,00bbffee
1281535000,34,23,0025fe7b
1281545000,34,24,011c02de
1281555000,34,25,fe33fd40
1281565000,34,26,00b601f2
1281575000,34,27,0035fe6e
1281585000,34,28,ff4800e1
1281595000,34,29,00a4ff48
1281605000,34,30,0114001c
1281615000,34,31,fe36ffd1
1286685000,35,0,00010021
1286695000,35,1,fffcff91
1286705000,35,2,fe56010e
1286715000,35,3,0126ffd6
1286725000,35,4,011dfec5
1286735000,35,5,fe5f0079
1286745000,35,6,00920101
1286755000,35,7,ffe0ff3e
1286765000,35,8,00dffe4d
1286775000,35,9,fecb023e
1286785000,35,10,009dff95
1286795000,35,11,007d00c5
1286805000,35,12,fdfafdb1
1286815000,35,13,0155020f
1286825000,35,14,ffb6fec3
1286835000,35,15,00110170
1286845000,35,16,ff55fdf7
1286855000,35,17,00680239
1286865000,35,18,ffc4feae
1286875000,35,19,009a00ce
1286885000,35,20,ffcfff71
1286895000,35,21,ff990223
1286905000,35,22,018afddd
1286915000,35,23,fea60118
1286925000,35,24,0157ffeb
1286935000,35,25,fe85000c
1286945000,35,26,0139fddb
1286955000,35,27,ff5702bf
1286965000,35,28,00a6fde9
1286975000,35,29,ff6700b9
1286985000,35,30,01560073
1286995000,35,31,ff3dff3a
1292065000,36,0,020b019c
1292075000,36,1,fed8ff18
1292085000,36,2,ff590073
1292095000,36,3,006c00fd
1292105000,36,4,0132fe30
1292115000,36,5,ff4b0194
1292125000,36,6,ff74ff41
1292135000,36,7,014200f2
1292145000,36,8,ff22fe99
1292155000,36,9,003c0143
1292165000,36,10,ff1efed0
1292175000,36,11,0118019e
1292185000,36,12,ffbffd39
1292195000,36,13,fec901fb
1292205000,36,14,01b3000e
1292215000,36,15,fece005c
1292225000,36,16,0197fe9c
1292235000,36,17,fcce0116
1292245000,36,18,0373ff9d
1292255000,36,19,fe5800cb
1292265000,36,20,0006ffbe
1292275000,36,21,fff5fff4
1292285000,36,22,012effa1
1292295000,36,23,ff9e014a
1292305000,36,24,ffd0fea3
1292315000,36,25,ffc2feeb
1292325000,36,26,00420250
1292335000,36,27,0040fe5a
1292345000,36,28,0035001d
1292355000,36,29,ffe30071
1292365000,36,30,005f0138
1292375000,36,31,fe06fd48
1297445000,37,0,fe48ffb5
1297455000,37,1,012a014b
1297465000,37,2,fe2efed2
1297475000,37,3,0297ff98
1297485000,37,4,ff250185
1297495000,37,5,ffabfe46
1297505000,37,6,ff68010f
1297515000,37,7,02340126
1297525000,37,8,fe83fd6d
1297535000,37,9,ff420171
1297545000,37,10,019cff1e
1297555000,37,11,fec8015d
1297565000,37,12,007bfdde
1297575000,37,13,ff5d014f
1297585000,37,14,ff71ff6e
1297595000,37,15,01a300e6
1297605000,37,16,feaafd83
1297615000,37,17,ffae030b
1297625000,37,18,00aaff40
1297635000,37,19,ffe90016
1297645000,37,20,ff93ff2d
1297655000,37,21,003502ea
1297665000,37,22,00c0fe3b
1297675000,37,23,ff12ffac
1297685000,37,24,0093ff47
1297695000,37,25,fff6003d
1297705000,37,26,00880164
1297715000,37,27,ff2cff41
1297725000,37,28,0135ff9c
1297735000,37,29,ff1b0095
1297745000,37,30,002b00cc
1297755000,37,31,010bfeb4
1302825000,38,0,fef1002e
1302835000,38,1,00910086
1302845000,38,2,fdb9ff13
1302855000,38,3,039bffc4
1302865000,38,4,fddc0125
1302875000,38,5,ff8bfe22
1302885000,38,6,00d901a2
1302895000,38,7,003d001a
1302905000,38,8,002bfee8
1302915000,38,9,fd74011e
1302925000,38,10,029dffa1
1302935000,38,11,fe6effa7
1302945000,38,12,00a9004c
1302955000,38,13,0087ff9c
1302965000,38,14,ffba013d
1302975000,38,15,000ffe8f
1302985000,38,16,ff31ffa6
1302995000,38,17,01210084
1303005000,38,18,ff8f0145
1303015000,38,19,ff4bfe7c
1303025000,38,20,ffd4019f
1303035000,38,21,016dfdb8
1303045000,38,22,fed5021e
1303055000,38,23,fffffece
1303065000,38,24,ffb30104
1303075000,38,25,00a2fe44
1303085000,38,26,ffd301db
1303095000,38,27,0008ff75
1303105000,38,28,00c70078
1303115000,38,29,ff89ffae
1303125000,38,30,ff5001a7
1303135000,38,31,01f9fddd
1308205000,39,0,00b3fdd8
1308215000,39,1,ff070143
1308225000,39,2,0047fe75
1308235000,39,3,009b012f
1308245000,39,4,ffc1ff78
1308255000,39,5,ffb0ff67
1308265000,39,6,ffe800eb
1308275000,39,7,01a9ffa5
1308285000,39,8,fe3eff87
1308295000,39,9,00eb0042
1308305000,39,10,ff6d006e
1308315000,39,11,ffcc0066
1308325000,39,12,006afed6
1308335000,39,13,ffe00009
1308345000,39,14,ffd7012c
1308355000,39,15,017fffff
1308365000,39,16,fdb9fdf4
1308375000,39,17,01610133
1308385000,39,18,0003ff1b
1308395000,39,19,00350183
1308405000,39,20,fe85fea4
1308415000,39,21,017200b7
1308425000,39,22,fe12ffe5
1308435000,39,23,0211003f
1308445000,39,24,fe62fead
1308455000,39,25,00bd01e0
1308465000,39,26,fea5ffda
1308475000,39,27,00c4ff1c
1308485000,39,28,00fc005e
1308495000,39,29,ff0601e9
1308505000,39,30,019bfc4c
1308515000,39,31,fecf03d1
1313585000,40,0,00dffeda
1313595000,40,1,00210145
1313605000,40,2,fe5afe79
1313615000,40,3,015b026a
1313625000,40,4,0003fda1
1313635000,40,5,feec005c
1313645000,40,6,00f4ff7a
1313655000,40,7,01ae01ce
1313665000,40,8,fd94fdcb
1313675000,40,9,00210144
1313685000,40,10,0178ff28
1313695000,40,11,fe940135
1313705000,40,12,ffeeff9b
1313715000,40,13,ffadff88
1313725000,40,14,008200aa
1313735000,40,15,005fff9e
1313745000,40,16,ffd3fe16
1313755000,40,17,fe7902af
1313765000,40,18,029cfea3
1313775000,40,19,fdd701d8
1313785000,40,20,0139fe4d
1313795000,40,21,fef8023e
1313805000,40,22,0120fde2
1313815000,40,23,ff20017c
1313825000,40,24,014afe61
1313835000,40,25,fef10098
1313845000,40,26,ffea0148
1313855000,40,27,004efe15
1313865000,40,28,015e005b
1313875000,40,29,fe9b0086
1313885000,40,30,001afffe
1313895000,40,31,ffc70084
1318965000,41,0,00200028
1318975000,41,1,003affd2
1318985000,41,2,fe8400b4
1318995000,41,3,02c60012
1319005000,41,4,fe7bfe7e
1319015000,41,5,ffa301c8
1319025000,41,6,00c6fe83
1319035000,41,7,fff600d2
1319045000,41,8,ff240014
1319055000,41,9,0101009d
1319065000,41,10,fe50fea5
1319075000,41,11,021a0105
1319085000,41,12,fee3ffab
1319095000,41,13,0061006c
1319105000,41,14,ff7aff13
1319115000,41,15,013e008b
1319125000,41,16,0028ff42
1319135000,41,17,ff060070
1319145000,41,18,009cff56
1319155000,41,19,ff320186
1319165000,41,20,006dfe08
1319175000,41,21,ff190216
1319185000,41,22,0096fd4b
1319195000,41,23,fff802f0
1319205000,41,24,ffbcfd8a
1319215000,41,25,0017ffd9
1319225000,41,26,ff340281
1319235000,41,27,00d6ff33
1319245000,41,28,000dff27
1319255000,41,29,000b0126
1319265000,41,30,ffd6015f
1319275000,41,31,001cfdeb
1324345000,42,0,fee6feab
1324355000,42,1,ffc3015f
1324365000,42,2,0146fe8c
1324375000,42,3,fec60185
1324385000,42,4,00defde0
1324395000,42,5,ff320207
1324405000,42,6,00ecff2c
1324415000,42,7,ffce0016
1324425000,42,8,ff2100a6
1324435000,42,9,0021ffc0
1324445000,42,10,004eff97
1324455000,42,11,00b400f2
1324465000,42,12,fddaffe1
1324475000,42,13,022dffb9
1324485000,42,14,ffb6ff6b
1324495000,42,15,000600b0
1324505000,42,16,00d0ffcd
1324515000,42,17,ffa1ff65
1324525000,42,18,feb2009e
1324535000,42,19,01800065
1324545000,42,20,ff1cfd80
1324555000,42,21,00620425
1324565000,42,22,fe88fcec
1324575000,42,23,02100098
1324585000,42,24,feb9ff72
1324595000,42,25,013f0024
1324605000,42,26,fdb200fb
1324615000,42,27,029e002c
1324625000,42,28,febcfee7
1324635000,42,29,ffa3011b
1324645000,42,30,00eeff19
1324655000,42,31,002c00e2
1329725000,43,0,00ed00e9
1329735000,43,1,0026ff5c
1329745000,43,2,ff1d004e
1329755000,43,3,01b000d7
1329765000,43,4,fe65ff2c
1329775000,43,5,0116ff97
1329785000,43,6,ffb70080
1329795000,43,7,006d00cb
1329805000,43,8,ffd0fdd6
1329815000,43,9,00db0131
1329825000,43,10,ff5bffd5
1329835000,43,11,ffb00017
1329845000,43,12,010bff05
1329855000,43,13,fe54015c
1329865000,43,14,0058fef1
1329875000,43,15,002000ba
1329885000,43,16,00affe67
1329895000,43,17,fdac01e8
1329905000,43,18,01fdfe68
1329915000,43,19,ffd80115
1329925000,43,20,ffa7ff40
1329935000,43,21,ffac02f1
1329945000,43,22,012ffd12
1329955000,43,23,fee700dd
1329965000,43,24,00e4fffe
1329975000,43,25,ff03fefb
1329985000,43,26,002f022d
1329995000,43,27,ff94fdf9
1330005000,43,28,00f10083
1330015000,43,29,ff0a0074
1330025000,43,30,0286001d
1330035000,43,31,fd30ff6a
1335105000,44,0,01150289
1335115000,44,1,0026fe99
1335125000,44,2,fe90ff71
1335135000,44,3,01bf0104
1335145000,44,4,ffbfff73
1335155000,44,5,ff280021
1335165000,44,6,0034ff8b
1335175000,44,7,00f8024c
1335185000,44,8,ffe0fd6b
1335195000,44,9,ff12014f
1335205000,44,10,0055fe84
1335215000,44,11,006f01e4
1335225000,44,12,ff0bfe12
1335235000,44,13,0033005a
1335245000,44,14,006c0080
1335255000,44,15,fe7b00c6
1335265000,44,16,0203fdab
1335275000,44,17,fdf601ab
1335285000,44,18,011600e1
1335295000,44,19,ff61ff7c
1335305000,44,20,009ffeef
1335315000,44,21,ffec0357
1335325000,44,22,ffdcfd5f
1335335000,44,23,001a008c
1335345000,44,24,00600005
1335355000,44,25,ffc6ff25
1335365000,44,26,ff71019e
1335375000,44,27,0165ff60
1335385000,44,28,ffa7ff58
1335395000,44,29,ff7d003e
1335405000,44,30,02d00202
1335415000,44,31,fca7fc86
1340485000,45,0,ffa3006b
1340495000,45,1,001b0039
1340505000,45,2,fed7fed9
1340515000,45,3,01a0025a
1340525000,45,4,ffbffd63
1340535000,45,5,002e0239
1340545000,45,6,fec6fda0
1340555000,45,7,028b0261
1340565000,45,8,fdcafea9
1340575000,45,9,007b0032
1340585000,45,10,ff71ffd8
1340595000,45,11,01d000a5
1340605000,45,12,fdd3fe3f
1340615000,45,13,006b012f
1340625000,45,14,00c7ff58
1340635000,45,15,ff130129
1340645000,45,16,01d7fdeb
1340655000,45,17,fd7d01b7
1340665000,45,18,00b100cb
1340675000,45,19,0088ff38
1340685000,45,20,ff5bfed3
1340695000,45,21,ff5a02bd
1340705000,45,22,01d2fee0
1340715000,45,23,fefbff73
1340725000,45,24,0094ffed
1340735000,45,25,ffe5ffa2
1340745000,45,26,ff87010c
1340755000,45,27,015c0001
1340765000,45,28,fe9bff2f
1340775000,45,29,010d00f7
1340785000,45,30,ff110030
1340795000,45,31,00cbfecb
1345865000,46,0,ff4bfea0
1345875000,46,1,ff55017c
1345885000,46,2,00a4feb9
1345895000,46,3,0091016a
1345905000,46,4,fdd9fe2c
1345915000,46,5,00e302c5
1345925000,46,6,ff4afc94
1345935000,46,7,02e40251
1345945000,46,8,fd61ff44
1345955000,46,9,0064003a
1345965000,46,10,0009ffc7
1345975000,46,11,00c40163
1345985000,46,12,ff19fe60
1345995000,46,13,008d016d
1346005000,46,14,0120fef1
1346015000,46,15,fe1b01e5
1346025000,46,16,01d1fd28
1346035000,46,17,febb01ae
1346045000,46,18,0064fecf
1346055000,46,19,ffdb0124
1346065000,46,20,0181fede
1346075000,46,21,fec70021
1346085000,46,22,ffb60090
1346095000,46,23,00c8ffe7
1346105000,46,24,ffbbfeec
1346115000,46,25,fea00048
1346125000,46,26,00eb01fd
1346135000,46,27,ff98fe1b
1346145000,46,28,ffc5006e
1346155000,46,29,017dff81
1346165000,46,30,fe24010f
1346175000,46,31,01f90017
1351245000,47,0,fee0fdb0
1351255000,47,1,00d9006d
1351265000,47,2,00a6ff5f
1351275000,47,3,fdcf01fd
1351285000,47,4,014ffe40
1351295000,47,5,0188021e
1351305000,47,6,fdc6fd1e
1351315000,47,7,022602d5
1351325000,47,8,ff0bfedf
1351335000,47,9,00460063
1351345000,47,10,fec7ff37
1351355000,47,11,012b0107
1351365000,47,12,004dfe6e
1351375000,47,13,ff49011a
1351385000,47,14,00c7fef8
1351395000,47,15,ff360142
1351405000,47,16,00aefec0
1351415000,47,17,000500c3
1351425000,47,18,ff9aff75
1351435000,47,19,ffbd006b
1351445000,47,20,0049ffc2
1351455000,47,21,002a0110
1351465000,47,22,ff0efef0
1351475000,47,23,0134ffa7
1351485000,47,24,ff3f000d
1351495000,47,25,009800a9
1351505000,47,26,ff95ff2d
1351515000,47,27,00790015
1351525000,47,28,fe23014c
1351535000,47,29,0309ff3c
1351545000,47,30,fe29fe5a
1351555000,47,31,0040034e
1356625000,48,0,ff43fe7d
1356635000,48,1,00020131
1356645000,48,2,006fff85
1356655000,48,3,ffb70091
1356665000,48,4,fff8fe96
1356675000,48,5,01450233
1356685000,48,6,fec1fdc9
1356695000,48,7,029800fc
1356705000,48,8,fd99ffb0
1356715000,48,9,ff4c0052
1356725000,48,10,017fff15
1356735000,48,11,ffdd008d
1356745000,48,12,fec1ff50
1356755000,48,13,ff5b01f2
1356765000,48,14,0254fc77
1356775000,48,15,fe320346
1356785000,48,16,00e7fda3
1356795000,48,17,ff9002bd
1356805000,48,18,0077fe0d
1356815000,48,19,fef301f9
1356825000,48,20,0024fe14
1356835000,48,21,00770153
1356845000,48,22,003d0071
1356855000,48,23,ffc0fe92
1356865000,48,24,00d100d8
1356875000,48,25,ff5aff50
1356885000,48,26,00c300a5
1356895000,48,27,fee9fec1
1356905000,48,28,0097024e
1356915000,48,29,00c9fdb0
1356925000,48,30,fede00a3
1356935000,48,31,008e010c
1362005000,49,0,00cf0120
1362015000,49,1,006afee9
1362025000,49,2,003b0000
1362035000,49,3,ffc100ce
1362045000,49,4,ffffff4a
1362055000,49,5,004700ad
1362065000,49,6,0016fed6
1362075000,49,7,ff8c0086
1362085000,49,8,00590042
1362095000,49,9,00d40014
1362105000,49,10,fe96ff8c
1362115000,49,11,006effd8
1362125000,49,12,ff210189
1362135000,49,13,01ccfe2b
1362145000,49,14,fec70023
1362155000,49,15,fffc011b
1362165000,49,16,018dfe40
1362175000,49,17,fec40195
1362185000,49,18,ffd3fe7a
1362195000,49,19,005d014a
1362205000,49,20,0033fea4
1362215000,49,21,ff1d02db
1362225000,49,22,0054fc2e
1362235000,49,23,ff240286
1362245000,49,24,012fff52
1362255000,49,25,ff32ff6e
1362265000,49,26,00100082
1362275000,49,27,00040108
1362285000,49,28,ffd1ff35
1362295000,49,29,006c004d
1362305000,49,30,023300d1
1362315000,49,31,fcd4fec1
1367385000,50,0,016500cd
1367395000,50,1,ff86ff9a
1367405000,50,2,ffa1011a
1367415000,50,3,00faffe5
1367425000,50,4,ff06fe52
1367435000,50,5,ff5601dc
1367445000,50,6,0094fe88
1367455000,50,7,00820127
1367465000,50,8,fe7afefb
1367475000,50,9,0028009d
1367485000,50,10,0123ff0c
1367495000,50,11,ffc701db
1367505000,50,12,ff5bffa1
1367515000,50,13,0025ff2d
1367525000,50,14,012e0168
1367535000,50,15,fde90012
1367545000,50,16,02a3fea7
1367555000,50,17,fdb60108
1367565000,50,18,0171ff62
1367575000,50,19,ff04ffc7
1367585000,50,20,015c000a
1367595000,50,21,fef80032
1367605000,50,22,0090ffc0
1367615000,50,23,001000a1
1367625000,50,24,0086ffa5
1367635000,50,25,fef8ff39
1367645000,50,26,fe7b022c
1367655000,50,27,021ffe3d
1367665000,50,28,ffd3001f
1367675000,50,29,ff21008d
1367685000,50,30,024600ec
1367695000,50,31,fdd1fda2
1372765000,51,0,ff97fef9
1372775000,51,1,00c6010d
1372785000,51,2,fdd6fe6b
1372795000,51,3,02060138
1372805000,51,4,001bffb2
1372815000,51,5,ff04ffae
1372825000,51,6,ffea0026
1372835000,51,7,0019006a
1372845000,51,8,01a0ff81
1372855000,51,9,fd520091
1372865000,51,10,01b4ff40
1372875000,51,11,ff880212
1372885000,51,12,fefcfd2e
1372895000,51,13,00f1012b
1372905000,51,14,00c3ff65
1372915000,51,15,ff150245
1372925000,51,16,016bfc4d
1372935000,51,17,fd4e0169
1372945000,51,18,01dc0171
1372955000,51,19,ff8cff52
1372965000,51,20,ffbbffb2
1372975000,51,21,fe1600ee
1372985000,51,22,031cff96
1372995000,51,23,fe1dff72
1373005000,51,24,01d200f5
1373015000,51,25,fe2eff6d
1373025000,51,26,013e00a0
1373035000,51,27,ffb2ff94
1373045000,51,28,010affe2
1373055000,51,29,ff690125
1373065000,51,30,ffd3fe53
1373075000,51,31,005100ef
1378145000,52,0,ff6eff4a
1378155000,52,1,00f200b9
1378165000,52,2,fe08fee4
1378175000,52,3,02c8018d
1378185000,52,4,ff2afeeb
1378195000,52,5,ff93002e
1378205000,52,6,005d0043
1378215000,52,7,fff7ffb4
1378225000,52,8,0157ff99
1378235000,52,9,fd4700e5
1378245000,52,10,01dcfee8
1378255000,52,11,ffa7010b
1378265000,52,12,ff1dfe5c
1378275000,52,13,00010132
1378285000,52,14,007bff01
1378295000,52,15,002c0146
1378305000,52,16,0122fe34
1378315000,52,17,fd00017f
1378325000,52,18,01960062
1378335000,52,19,0010ff2f
1378345000,52,20,ff700093
1378355000,52,21,ff790070
1378365000,52,22,01cfff9f
1378375000,52,23,fe65ffd0
1378385000,52,24,00d10029
1378395000,52,25,ffe3fe8f
1378405000,52,26,00be020e
1378415000,52,27,feedfff5
1378425000,52,28,0089fe96
1378435000,52,29,00370164
1378445000,52,30,ffd9ffa1
1378455000,52,31,fffc002a
1383525000,53,0,018300c1
1383535000,53,1,ff38ffeb
1383545000,53,2,fe12ffe9
1383555000,53,3,035e0035
1383565000,53,4,fee200b7
1383575000,53,5,ffccff6a
1383585000,53,6,0020000e
1383595000,53,7,00730196
1383605000,53,8,fffbfd03
1383615000,53,9,ff37014b
1383625000,53,10,01660027
1383635000,53,11,ff0400d0
1383645000,53,12,007efd50
1383655000,53,13,fec5016a
1383665000,53,14,01a9ff24
1383675000,53,15,ffd50234
1383685000,53,16,ffadfdb5
1383695000,53,17,fe8a00fb
1383705000,53,18,00e8001d
1383715000,53,19,005affeb
1383725000,53,20,ff56ff57
1383735000,53,21,ffae0102
1383745000,53,22,019cffcc
1383755000,53,23,fe13ffec
1383765000,53,24,0209ff7b
1383775000,53,25,fe37002b
1383785000,53,26,018400af
1383795000,53,27,fe3cffc4
1383805000,53,28,01b6ff3e
1383815000,53,29,fe99018e
1383825000,53,30,0167ff56
1383835000,53,31,fe55ff16
1388905000,54,0,ffed0071
1388915000,54,1,ff900011
1388925000,54,2,ff36ff19
1388935000,54,3,02ba0087
1388945000,54,4,fe320015
1388955000,54,5,fffd000d
1388965000,54,6,0068ffa8
1388975000,54,7,002a005e
1388985000,54,8,ff78ff03
1388995000,54,9,ffd00130
1389005000,54,10,0104ff15
1389015000,54,11,fd5a01c6
1389025000,54,12,0249fde1
1389035000,54,13,ff78004a
1389045000,54,14,006800a3
1389055000,54,15,001500cb
1389065000,54,16,fffdfde9
1389075000,54,17,ff460131
1389085000,54,18,009effd7
1389095000,54,19,ff96007b
1389105000,54,20,008cffc3
1389115000,54,21,ff01ff67
1389125000,54,22,009e00a6
1389135000,54,23,ff26ff2e
1389145000,54,24,013a006f
1389155000,54,25,fe0afed2
1389165000,54,26,01c40257
1389175000,54,27,ff86ff78
1389185000,54,28,009dfefb
1389195000,54,29,fe4a0196
1389205000,54,30,011600b3
1389215000,54,31,009bfe51
1394285000,55,0,0041ff35
1394295000,55,1,00c30017
1394305000,55,2,ffdefec5
1394315000,55,3,fed70131
1394325000,55,4,01c000bd
1394335000,55,5,feeafea1
1394345000,55,6,003400a7
1394355000,55,7,0060fee4
1394365000,55,8,0059021e
1394375000,55,9,ff2dfeff
1394385000,55,10,0023ff1a
1394395000,55,11,fe84017e
1394405000,55,12,02d1ffe5
1394415000,55,13,fe53ff58
1394425000,55,14,00a5ffd2
1394435000,55,15,006e012b
1394445000,55,16,ff33fee5
1394455000,55,17,012bffd3
1394465000,55,18,ff76001d
1394475000,55,19,ffaf0099
1394485000,55,20,fffefee5
1394495000,55,21,018a0119
1394505000,55,22,fda6ff2d
1394515000,55,23,00720016
1394525000,55,24,00d7ff24
1394535000,55,25,fe750143
1394545000,55,26,0105ff60
1394555000,55,27,ff2e0094
1394565000,55,28,0155fef5
1394575000,55,29,fed9021a
1394585000,55,30,017dfe76
1394595000,55,31,fe580157
1399665000,56,0,ffc0005b
1399675000,56,1,00eb015d
1399685000,56,2,fcfffd6f
1399695000,56,3,02a50239
1399705000,56,4,ff29feb3
1399715000,56,5,000100b6
1399725000,56,6,ff7bff60
1399735000,56,7,02630128
1399745000,56,8,fd51fe12
1399755000,56,9,015200c4
1399765000,56,10,0037fff1
1399775000,56,11,ff6600eb
1399785000,56,12,fff0ff7b
1399795000,56,13,ff44ff38
1399805000,56,14,ffe400b2
1399815000,56,15,017100e7
1399825000,56,16,ff72fc4d
1399835000,56,17,fea1042f
1399845000,56,18,011bfdef
1399855000,56,19,00230191
1399865000,56,20,ffd3fed9
1399875000,56,21,ffa901d2
1399885000,56,22,00c5feae
1399895000,56,23,ff67fff4
1399905000,56,24,003dffe6
1399915000,56,25,00ba0064
1399925000,56,26,feff00e9
1399935000,56,27,008efe1b
1399945000,56,28,00dc0081
1399955000,56,29,fed2006c
